data;accuracy;predictors;feature_importances
../data/cwe_recent.csv;0.0;repetition;0.19772764523835953
../data/cwe_recent.csv;0.0;unfilled_pause;0.37345418501251837
../data/cwe_recent.csv;0.0;unfilled_pause_longer;0.031773494935399695
../data/cwe_recent.csv;0.0;error;0.1501925117651308
../data/cwe_recent.csv;0.0;gender;0.053701692861811916
../data/cwe_recent.csv;0.0;age_months;0.1931504701867797
